id,title,author,downloads,subjects,birth,death,pyearp
PG23441,Lady Betty Across the Water,"Williamson, A. M. (Alice Muriel)",23,"{'Voyages and travels -- Fiction', 'British -- United States -- Fiction', 'Young women -- Fiction'}",1869.0,1933.0,1901.0
PG55360,"Where Your Treasure Is: Being the Personal Narrative of Ross Sidney, Diver","Day, Holman",9,"{'Divers -- Fiction', 'Treasure troves -- Fiction'}",1865.0,1935.0,1900.0
PG60253,The Noble Rogue,"Orczy, Emmuska Orczy, Baroness",34,"{'Married people -- Fiction', 'Trials (Treason) -- Fiction', 'Popish Plot, 1678 -- Fiction', 'Identity -- Fiction', 'Love stories', 'Great Britain -- History -- Charles II, 1660-1685 -- Fiction', 'Historical fiction', 'France -- History -- Louis XIV, 1643-1715 -- Fiction'}",1865.0,1947.0,1906.0
PG2636,The Historical Nights' Entertainment: First Series,"Sabatini, Rafael",37,"{'Historical fiction, English', 'Europe -- Social life and customs -- Fiction'}",1875.0,1950.0,1912.0
PG15841,Leonie of the Jungle,"Conquest, Joan",9,{'Fantasy fiction'},1883.0,1941.0,1912.0
PG32566,The Triumph of Hilary Blachland,"Mitford, Bertram",20,"{'Adventure stories', 'Africa, Southern -- Fiction'}",1855.0,1914.0,1884.0
PG14352,Patty and Azalea,"Wells, Carolyn",10,"{'Young women -- Juvenile fiction', 'Mystery fiction', 'Conduct of life -- Juvenile fiction'}",1862.0,1942.0,1902.0
PG2684,Five Tales,"Galsworthy, John",115,"{'Forsyte family (Fictitious characters) -- Fiction', 'England -- Social life and customs -- Fiction', 'Families -- England -- Fiction', 'Domestic fiction, English'}",1867.0,1933.0,1900.0
PG16097,"The Pursuit of the House-Boat: Being Some Further Account of the Divers Doings of the Associated Shades, under the Leadership of Sherlock Holmes, Esq.","Bangs, John Kendrick",27,"{'Holmes, Sherlock (Fictitious character) -- Fiction', 'Doyle, Arthur Conan, 1859-1930 -- Parodies, imitations, etc.', 'Fantasy fiction'}",1862.0,1922.0,1892.0
PG38421,A Little Boy Lost,"Hudson, W. H. (William Henry)",43,"{'Boys -- Juvenile fiction', 'Fantasy literature', 'Nature -- Juvenile fiction', 'Self-reliance -- Juvenile fiction'}",1841.0,1922.0,1882.0
PG28302,The Arkansaw Bear: A Tale of Fanciful Adventure,"Paine, Albert Bigelow",19,{'Bears -- Juvenile fiction'},1861.0,1937.0,1899.0
PG3700,The Courtship of Susan Bell,"Trollope, Anthony",57,"{'Short stories', 'New York (State) -- Fiction', 'Courtship -- Fiction'}",1815.0,1882.0,1848.0
PG36083,The Lady of the Mount,"Isham, Frederic Stewart",15,"{'France -- History -- Louis XVI, 1774-1793 -- Fiction'}",1866.0,1922.0,1894.0
PG3608,The Ragged Trousered Philanthropists,"Tressell, Robert",265,"{'Social classes -- Fiction', 'Socialists -- Fiction', 'Political fiction', 'England -- Fiction', 'Working class families -- Fiction', 'Working class -- Fiction', 'Social conflict -- Fiction', 'Capitalism -- Fiction', 'Labor movement -- Fiction'}",1870.0,1911.0,1890.0
PG52247,A Man from the North,"Bennett, Arnold",15,"{'England -- Fiction', 'Man-woman relationships -- Fiction', 'London (England) -- Fiction'}",1867.0,1931.0,1899.0
PG34394,The Boy Scouts of Bob's Hill: A Sequel to 'The Bob's Hill Braves',"Burton, Charles Pierce",13,"{'Camping -- Juvenile fiction', 'Youth -- Social life and customs -- Juvenile fiction', 'Boy Scouts of America -- Juvenile fiction'}",1862.0,1947.0,1904.0
PG41660,A Fortnight of Folly,"Conway, Hugh",11,{'Fiction'},1847.0,1885.0,1866.0
PG8929,"Adela Cathcart, Volume 2","MacDonald, George",13,"{'Scotland -- Fiction', 'Christian fiction'}",1824.0,1905.0,1864.0
PG54926,Fairy Gold,"Reid, Christian",5,"{'Man-woman relationships -- Fiction', 'Young women -- Fiction', 'Conduct of life -- Fiction', 'Catholics -- Fiction', 'Inheritance and succession -- Fiction'}",1846.0,1920.0,1883.0
PG33425,The Crimson Sweater,"Barbour, Ralph Henry",10,"{'Boarding schools -- Juvenile fiction', 'Boys -- Juvenile fiction', 'Football -- Juvenile fiction'}",1870.0,1944.0,1907.0
PG46958,Little Nobody,"Miller, Alex. McVeigh, Mrs.",25,"{'New Orleans (La.) -- Fiction', 'Boston (Mass.) -- Fiction', 'Husband and wife -- Fiction'}",1850.0,1937.0,1894.0
PG19761,A Girl in Ten Thousand,"Meade, L. T.",17,{'Young women -- Juvenile fiction'},1854.0,1914.0,1884.0
PG8886,A Rough Shaking,"MacDonald, George",29,"{'England -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Christian life -- Juvenile fiction'}",1824.0,1905.0,1864.0
PG28462,Rose O'Paradise,"White, Grace Miller",17,"{'Love stories', 'Violinists -- Fiction', 'Poor -- Fiction', 'Young women -- Fiction'}",1868.0,1957.0,1912.0
PG9502,The Room in the Dragon Volant,"Le Fanu, Joseph Sheridan",32,"{'France -- History -- 19th century -- Fiction', 'Horror tales', 'British -- France -- Paris -- Fiction'}",1814.0,1873.0,1844.0
PG2866,Windsor Castle,"Ainsworth, William Harrison",30,"{'Biographical fiction', 'Anne Boleyn, Queen, consort of Henry VIII, King of England, 1507-1536 -- Fiction', 'Great Britain -- History -- Tudors, 1485-1603 -- Fiction', 'Queens -- Great Britain -- Fiction', 'Great Britain -- History -- Henry VIII, 1509-1547 -- Fiction', 'Windsor Castle -- Fiction', 'Historical fiction'}",1805.0,1882.0,1844.0
PG59113,The Luck of the Kid,"Cullum, Ridgwell",5,"{'Gold mines and mining -- Fiction', 'Canada, Northern -- Fiction'}",1867.0,1943.0,1905.0
PG21732,Fort Desolation: Red Indians and Fur Traders of Rupert's Land,"Ballantyne, R. M. (Robert Michael)",26,"{'Outdoor life -- Juvenile fiction', 'Fur trade -- Juvenile fiction', 'Indians of North America -- Juvenile fiction'}",1825.0,1894.0,1860.0
PG41560,The Playground of Satan,"Baskerville, Beatrice C.",40,"{'World War, 1914-1918 -- Fiction'}",1878.0,1955.0,1916.0
PG1711,Child of Storm,"Haggard, H. Rider (Henry Rider)",87,"{'Zulu (African people) -- Fiction', 'Historical fiction', 'Zululand (South Africa) -- History -- Fiction', 'Quatermain, Allan (Fictitious character) -- Fiction'}",1856.0,1925.0,1890.0
PG21652,"Klondike Nuggets, and How Two Boys Secured Them","Ellis, Edward Sylvester",22,{'Klondike River Valley (Yukon) -- Gold discoveries -- Juvenile fiction'},1840.0,1916.0,1878.0
PG56719,Mimi's Marriage,"Veselitskaia, Lidiia Ivanovna",9,{'Russian fiction -- Translations into English'},1857.0,1936.0,1896.0
PG41154,The Walking Delegate,"Scott, Leroy",20,"{'Labor unions -- Fiction', 'Construction industry -- Fiction', 'Strikes and lockouts -- Fiction', 'New York (N.Y.) -- Fiction'}",1875.0,1929.0,1902.0
PG65784,The Annes,"Taggart, Marion Ames",31,"{'Mate selection -- Fiction', 'United States -- Social life and customs -- 20th century -- Fiction'}",1866.0,1945.0,1906.0
PG38531,"The Beckoning Hand, and Other Stories","Allen, Grant",66,"{'Suspense fiction', 'Short stories', 'Mystery fiction', 'Horror tales'}",1848.0,1899.0,1874.0
PG56233,The Purple Fern,"Hume, Fergus",42,"{'England -- Fiction', 'Detective and mystery stories', 'Murder -- Investigation -- Fiction'}",1859.0,1932.0,1896.0
PG16468,"The Pot of Gold, and Other Stories","Freeman, Mary Eleanor Wilkins",25,{'New England -- Social life and customs -- Fiction'},1852.0,1930.0,1891.0
PG1927,"Elinor Wyllys; Or, The Young Folk of Longbridge: A Tale. Volume 1","Cooper, Susan Fenimore",11,"{'Historical fiction', 'Frontier and pioneer life -- United States -- Fiction'}",1813.0,1894.0,1854.0
PG3137,The Rise of Roscoe Paine,"Lincoln, Joseph Crosby",13,"{'Cape Cod (Mass.) -- Fiction', 'Massachusetts -- Fiction'}",1870.0,1944.0,1907.0
PG59413,The Wooing of Wistaria,"Watanna, Onoto",30,{'Japan -- Fiction'},1875.0,1954.0,1914.0
PG495,Amy Foster,"Conrad, Joseph",292,{'Man-woman relationships -- Fiction'},1857.0,1924.0,1890.0
PG52756,"The Cuckoo in the Nest, v. 2/2","Oliphant, Mrs. (Margaret)",15,{'Fiction'},1828.0,1897.0,1862.0
PG7318,"The Bravest of the Brave — or, with Peterborough in Spain","Henty, G. A. (George Alfred)",23,"{'Historical fiction', 'Peterborough, Charles Mordaunt, Earl of, 1658-1735 -- Juvenile fiction', 'Spanish Succession, War of, 1701-1714 -- Juvenile fiction'}",1832.0,1902.0,1867.0
PG46813,The Romance of the Woods,"Whishaw, Frederick",26,"{'Hunting stories', 'Tales -- Russia', 'Bears -- Fiction', 'Hunting -- Russia'}",1854.0,1934.0,1894.0
PG65153,Within the Precincts,"Oliphant, Mrs. (Margaret)",10,"{'England -- Social life and customs -- 19th century -- Fiction', 'Families -- Fiction', 'Stepmothers -- Fiction'}",1828.0,1897.0,1862.0
PG33386,The Tremendous Event,"Leblanc, Maurice",55,"{'Earthquakes -- Fiction', 'English Channel -- Fiction', 'Adventure stories', 'Science fiction'}",1864.0,1941.0,1902.0
PG2508,Stories in Light and Shadow,"Harte, Bret",38,"{'Short stories', 'American fiction -- 19th century', 'California -- Fiction'}",1836.0,1902.0,1869.0
PG44219,The Incubator Baby,"Butler, Ellis Parker",11,"{'Infants -- Fiction', 'Satire', 'Humorous stories', 'Incubators (Pediatrics) -- Fiction'}",1869.0,1937.0,1903.0
PG26256,A Little Maid of Province Town,"Curtis, Alice Turner",19,"{'Provincetown (Mass.) -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Boats and boating -- Juvenile fiction', 'United States -- History -- Revolution, 1775-1783 -- Juvenile fiction', 'Patriotism -- Juvenile fiction'}",1860.0,1958.0,1909.0
PG28236,A Romantic Young Lady,"Grant, Robert",26,{'Fiction'},1852.0,1940.0,1896.0
PG52701,Comedies and Errors,"Harland, Henry",10,"{'Short stories, American', 'American fiction -- 19th century'}",1861.0,1905.0,1883.0
PG31173,Anxious Audrey,"Quiller-Couch, Mabel",12,"{'Family life -- Juvenile fiction', 'Girls -- Conduct of life -- Juvenile fiction'}",1865.0,1924.0,1894.0
PG19502,Frank Merriwell's Chums,"Standish, Burt L.",10,"{'Adventure and adventurers -- Juvenile fiction', 'Schools -- Juvenile fiction'}",1866.0,1945.0,1906.0
PG23551,Who Crosses Storm Mountain?: 1911,"Murfree, Mary Noailles",3,"{'Mountain life -- Fiction', 'Short stories'}",1850.0,1922.0,1886.0
PG31082,"The Mermaid of Druid Lake, and Other Stories","Bump, Charles Weathers",25,"{'Short stories', 'Fiction'}",1872.0,1908.0,1890.0
PG759,James Pethel,"Beerbohm, Max, Sir",12,"{'Character sketches', 'Short stories', 'Gambling -- Fiction'}",1872.0,1956.0,1914.0
PG29616,Two Arrows: A Story of Red and White,"Stoddard, William O.",5,{'Indians of North America -- Fiction'},1835.0,1925.0,1880.0
PG15335,Madame Chrysanthème,"Loti, Pierre",34,{'Japan -- Fiction'},1850.0,1923.0,1886.0
PG6454,George Leatrim,"Moodie, Susanna",6,{'Religious fiction'},1803.0,1885.0,1844.0
PG51497,Tales from the Telling-House,"Blackmore, R. D. (Richard Doddridge)",14,"{'Exmoor (England) -- Fiction', 'Short stories, English'}",1825.0,1900.0,1862.0
PG286,Laddie: A True Blue Story,"Stratton-Porter, Gene",51,"{'Didactic fiction', 'Indiana -- Fiction'}",1863.0,1924.0,1894.0
PG21616,"The Ape, the Idiot & Other People","Morrow, W. C.",27,"{'Short stories', 'American fiction -- 19th century'}",1854.0,1923.0,1888.0
PG7478,"Toby Tyler; Or, Ten Weeks with a Circus","Otis, James",18,"{'Circus -- Fiction', 'Runaways -- Fiction'}",1848.0,1912.0,1880.0
PG35912,The Finger of Fate: A Romance,"Reid, Mayne",8,{'Fiction'},1818.0,1883.0,1850.0
PG23363,A Midnight Fantasy,"Aldrich, Thomas Bailey",13,"{'Mate selection -- Fiction', 'Shakespeare, William, 1564-1616 -- Characters', 'Hamlet (Legendary character)'}",1836.0,1907.0,1872.0
PG2807,To Have and to Hold,"Johnston, Mary",71,"{'Virginia -- History -- Colonial period, ca. 1600-1775 -- Fiction'}",1870.0,1936.0,1903.0
PG45192,"Among the Esquimaux; or, Adventures under the Arctic Circle","Ellis, Edward Sylvester",12,"{'Explorers -- Juvenile fiction', 'Arctic regions -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Eskimos -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Sailing -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'Natural history -- Juvenile fiction', 'Adventure stories', 'Muskox -- Juvenile fiction'}",1840.0,1916.0,1878.0
PG38646,The Eldest Son,"Marshall, Archibald",16,"{'Country life -- England -- Fiction', 'Upper class -- England -- Fiction', 'Families -- Fiction', 'England -- Social life and customs -- Fiction', 'Inheritance and succession -- Fiction'}",1866.0,1934.0,1900.0
PG29792,"Buffalo Bill's Spy Trailer; Or, The Stranger in Camp","Ingraham, Prentiss",14,"{'Dime novels', 'Buffalo Bill, 1846-1917 -- Fiction'}",1843.0,1904.0,1874.0
PG17627,None Other Gods,"Benson, Robert Hugh",19,{'Religious fiction'},1871.0,1914.0,1892.0
PG12352,"Iola Leroy; Or, Shadows Uplifted","Harper, Frances Ellen Watkins",330,"{'African American women -- Fiction', 'African Americans -- Fiction'}",1825.0,1911.0,1868.0
PG3760,"Sybil, Or, The Two Nations","Disraeli, Benjamin, Earl of Beaconsfield",278,"{'Rich people -- Fiction', 'Chartism -- Fiction', 'Social classes -- Fiction', 'Political fiction', 'England -- Fiction', 'Love stories', 'Poor families -- Fiction', 'Landlord and tenant -- Fiction'}",1804.0,1881.0,1842.0
PG57497,The Land of Joy,"Barbour, Ralph Henry",10,"{'Harvard University -- Fiction', 'Love stories', 'Youth -- Fiction', 'Plantations -- Virginia -- Fiction'}",1870.0,1944.0,1907.0
PG44659,Secret Service: Being the Happenings of a Night in Richmond in the Spring of 1865,"Brady, Cyrus Townsend",19,"{'War stories', 'Virginia -- History -- Civil War, 1861-1865 -- Fiction', 'Richmond (Va.) -- Fiction'}",1861.0,1920.0,1890.0
PG45919,Grif: A Story of Australian Life,"Farjeon, B. L. (Benjamin Leopold)",17,{'Australia -- Fiction'},1833.0,1903.0,1868.0
PG5895,The Honor of the Big Snows,"Curwood, James Oliver",8,"{'Western stories', 'Northwest, Canadian -- Fiction', 'Wilderness areas -- Fiction'}",1878.0,1927.0,1902.0
PG4969,The Belton Estate,"Trollope, Anthony",44,"{'Somerset (England) -- Fiction', 'Love stories', 'Inheritance and succession -- Fiction'}",1815.0,1882.0,1848.0
PG14907,Living Alone,"Benson, Stella",53,"{'Witches -- Fiction', 'World War, 1914-1918 -- Fiction', 'London (England) -- Fiction', 'Fantasy literature'}",1892.0,1933.0,1912.0
PG12360,The Top of the World,"Dell, Ethel M. (Ethel May)",6,{'Fiction'},1881.0,1939.0,1910.0
PG33963,The Valiants of Virginia,"Rives, Hallie Erminie",44,{'Virginia -- Fiction'},1876.0,1956.0,1916.0
PG8424,"Mohun; Or, the Last Days of Lee and His Paladins.: Final Memoirs of a Staff Officer Serving in Virginia. from the Mss. of Colonel Surry, of Eagle's Nest.","Cooke, John Esten",21,"{'War stories', 'United States -- History -- Civil War, 1861-1865 -- Fiction', 'Virginia -- History -- Civil War, 1861-1865 -- Fiction'}",1830.0,1886.0,1858.0
PG66592,The Last Duchess of Belgarde,"Seawell, Molly Elliot",732,"{'Aristocracy (Social class) -- France -- Fiction', 'France -- History -- Revolution, 1789-1799 -- Fiction', 'Husband and wife -- Fiction'}",1860.0,1916.0,1888.0
PG57166,Just a Girl,"Garvice, Charles",27,{'English fiction -- 19th century'},1850.0,1920.0,1885.0
PG21293,Brownsmith's Boy: A Romance in a Garden,"Fenn, George Manville",14,"{'Gardeners -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Social classes -- England -- Juvenile fiction', 'Boys -- Conduct of life -- Juvenile fiction', 'Country life -- England -- Juvenile fiction'}",1831.0,1909.0,1870.0
PG54795,The Poacher's Wife,"Phillpotts, Eden",29,"{'Husband and wife -- Fiction', 'West Indies -- Fiction', 'Poachers -- Fiction', 'Dartmoor (England) -- Fiction'}",1862.0,1960.0,1911.0
PG14469,The English Novel,"Saintsbury, George",42,{'English fiction -- History and criticism'},1845.0,1933.0,1889.0
PG56834,The Polly Page Yacht Club,"Forrester, Izola L. (Izola Louise)",2,"{'Islands -- Juvenile fiction', 'Teenage girls -- Juvenile fiction', 'Yachting -- Juvenile fiction', 'Virginia -- Juvenile fiction', 'Girls -- Societies and clubs -- Juvenile fiction'}",1878.0,1944.0,1911.0
PG48510,Thirteen Stories,"Cunninghame Graham, R. B. (Robert Bontine)",18,"{'Short stories', 'Fiction'}",1852.0,1936.0,1894.0
PG63705,"Buffalo Bill's Bold Play; Or, The Tiger of the Hills","Ingraham, Prentiss",9,"{'Dime novels', 'Buffalo Bill, 1846-1917 -- Fiction'}",1843.0,1904.0,1874.0
PG5658,Lord Jim,"Conrad, Joseph",957,"{'Psychological fiction', 'Merchant marine -- Officers -- Fiction', 'Indonesia -- Fiction', 'Atonement -- Fiction', 'Cowardice -- Fiction', 'British -- Indonesia -- Fiction'}",1857.0,1924.0,1890.0
PG9463,The Under Dog,"Smith, Francis Hopkinson",18,"{'Short stories', 'Fiction'}",1838.0,1915.0,1876.0
PG53289,The Restless Sex,"Chambers, Robert W. (Robert William)",37,{'American fiction -- 20th century'},1865.0,1933.0,1899.0
PG21270,"Five Hundred Dollars; or, Jacob Marlowe's Secret","Alger, Horatio, Jr.",19,"{'Uncles -- Fiction', 'Honesty -- Fiction', 'Actors and actresses -- Fiction', 'Conduct of life -- Fiction'}",1832.0,1899.0,1866.0
PG6175,Pierre and His People: Tales of the Far North. Volume 2.,"Parker, Gilbert",2,"{'Canada, Northern -- Fiction', 'Short stories, Canadian'}",1862.0,1932.0,1897.0
PG9305,"One Day's Courtship, and The Heralds of Fame","Barr, Robert",19,{'Fiction'},1850.0,1912.0,1881.0
PG19330,An Apache Princess: A Tale of the Indian Frontier,"King, Charles",29,"{'Western stories', 'Apache Indians -- Fiction'}",1844.0,1933.0,1888.0
PG23664,Flamsted quarries,"Waller, Mary E. (Mary Ella)",27,{'Fiction'},1855.0,1938.0,1896.0
PG38343,Harding of Allenwood,"Bindloss, Harold",20,"{'Saskatchewan -- Fiction', 'Farmers -- Fiction'}",1866.0,1945.0,1906.0
PG44062,The Crystal Ball: A Mystery Story for Girls,"Snell, Roy J. (Roy Judson)",22,"{'Mystery and detective stories', 'Crystal gazing -- Juvenile fiction', 'Chicago (Ill.) -- Description and travel -- Juvenile fiction', 'Romanies -- Juvenile fiction', 'Artists -- Juvenile fiction'}",1878.0,1959.0,1918.0
PG38136,"The Life of Thomas Wanless, Peasant","Wilson, A. J. (Alexander Johnstone)",17,{'Peasants -- England -- Fiction'},1841.0,1921.0,1881.0
PG56432,The Peacock of Jewels,"Hume, Fergus",22,"{'Detective and mystery stories', 'Treasure troves -- Fiction', 'Murder -- Investigation -- Fiction', 'Jewelry theft -- Fiction'}",1859.0,1932.0,1896.0
PG22938,The Camp Fire Girls in the Outside World,"Vandercook, Margaret",9,{'Camp Fire Girls -- Juvenile fiction'},1876.0,1958.0,1917.0
PG49173,Patty—Bride,"Wells, Carolyn",30,"{'Spies -- Juvenile fiction', 'Marriage customs and rites -- Juvenile fiction', 'Red Cross and Red Crescent -- Juvenile fiction', 'World War, 1914-1918 -- Juvenile fiction', 'Participation -- Juvenile fiction', 'War stories'}",1862.0,1942.0,1902.0
PG1620,The Lion and the Unicorn,"Davis, Richard Harding",22,"{'Short stories, American', 'Manners and customs -- Fiction'}",1864.0,1916.0,1890.0
PG39995,For the Soul of Rafael,"Ryan, Marah Ellis",24,{'California -- Fiction'},1866.0,1934.0,1900.0
PG20618,"The Boy Land Boomer; Or, Dick Arbuckle's Adventures in Oklahoma","Stratemeyer, Edward",11,"{'Swindlers and swindling -- Juvenile fiction', 'Scouting (Reconnaissance) -- Juvenile fiction', 'Soldiers -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Fathers and sons -- Juvenile fiction', 'Indians of North America -- Juvenile fiction', 'Oklahoma -- History -- Land Rush, 1889 -- Juvenile fiction', 'Adventure stories', 'Frontier and pioneer life -- Oklahoma -- Juvenile fiction'}",1862.0,1930.0,1896.0
PG2606,The Pigeon Pie,"Yonge, Charlotte M. (Charlotte Mary)",18,"{""Children's stories, English -- 19th century"", 'Great Britain -- History -- Civil War, 1642-1649 -- Juvenile fiction', 'Families -- Juvenile fiction', 'Roundheads -- Juvenile fiction'}",1823.0,1901.0,1862.0
PG3183,The Facts Concerning the Recent Carnival of Crime in Connecticut,"Twain, Mark",112,"{'Humorous stories, American', 'United States -- Social life and customs -- Fiction'}",1835.0,1910.0,1872.0
PG29406,The Country Beyond: A Romance of the Wilderness,"Curwood, James Oliver",31,"{'Western stories', 'Wilderness areas -- Fiction'}",1878.0,1927.0,1902.0
PG37576,The Golden Hope: A Story of the Time of King Alexander the Great,"Fuller, Robert H. (Robert Higginson)",13,"{'Greece -- History -- Macedonian Expansion, 359-323 B.C. -- Fiction', 'Adventure stories', 'Alexander, the Great, 356 B.C.-323 B.C. -- Fiction'}",1865.0,1927.0,1896.0
PG4476,One of Our Conquerors — Complete,"Meredith, George",42,"{'English fiction -- 19th century', 'Great Britain -- Politics and government -- 19th century -- Fiction', 'England -- Social conditions -- 19th century -- Fiction'}",1828.0,1909.0,1868.0
PG43594,The Bright Messenger,"Blackwood, Algernon",53,"{'Paranormal fiction', 'Fantasy fiction'}",1869.0,1951.0,1910.0
PG16093,The Eternal Maiden,"Harré, T. Everett (Thomas Everett)",9,{'Inuit -- Greenland -- Fiction'},1884.0,1948.0,1916.0
PG32923,"My Kalulu, Prince, King and Slave: A Story of Central Africa","Stanley, Henry M. (Henry Morton)",65,"{'Slavery -- Fiction', 'Africa, Central -- Fiction'}",1841.0,1904.0,1872.0
PG1557,Men of Iron,"Pyle, Howard",301,"{'Knights and knighthood -- Fiction', 'Great Britain -- History -- Medieval period, 1066-1485 -- Fiction', 'Great Britain -- History -- Henry IV, 1399-1413 -- Fiction'}",1853.0,1911.0,1882.0
PG898,The Lesson of the Master,"James, Henry",239,"{'Mentoring of authors -- Fiction', 'Young men -- Fiction', 'Authors -- Fiction', 'Psychological fiction'}",1843.0,1916.0,1880.0
PG30031,The Eye of Dread,"Erskine, Payne",12,{'Fiction'},1854.0,1924.0,1889.0
PG65833,The Fire Flower,"Gregory, Jackson",45,"{'Adventure stories', 'Man-woman relationships -- Fiction', 'Wilderness areas -- Fiction'}",1882.0,1943.0,1912.0
PG19174,The Man Who Rocked the Earth,"Wood, Robert Williams",29,{'Science fiction'},1868.0,1955.0,1912.0
PG51921,The Lay Anthony: A Romance,"Hergesheimer, Joseph",8,"{'Man-woman relationships -- Fiction', 'Young men -- Conduct of life -- Fiction'}",1880.0,1954.0,1917.0
PG53179,Sea Plunder,"Stacpoole, H. De Vere (Henry De Vere)",27,{'Sailors -- Fiction'},1863.0,1951.0,1907.0
PG53204,Incaland: A Story of Adventure in the Interior of Peru and the Closing Chapters of the War with Chile,"Wetmore, Claude H.",10,"{'War of the Pacific, 1879-1884 -- Fiction'}",1863.0,1944.0,1904.0
PG35252,Under a Charm: A Novel. Vol. II,"Werner, E.",1,{'German fiction -- Translations into English'},1838.0,1918.0,1878.0
PG9267,"Chip, of the Flying U","Bower, B. M.",26,"{'Western stories', 'Ranch life -- Fiction', 'Cowboys -- Fiction', 'Montana -- Fiction'}",1871.0,1940.0,1906.0
PG12304,Nancy: A Novel,"Broughton, Rhoda",35,{'Fiction'},1840.0,1920.0,1880.0
PG12828,Two Ghostly Mysteries: A Chapter in the History of a Tyrone Family; and the Murdered Cousin,"Le Fanu, Joseph Sheridan",32,"{'Ireland -- Fiction', 'Ghost stories'}",1814.0,1873.0,1844.0
PG58406,"The River of Life, and Other Stories","Kuprin, A. I. (Aleksandr Ivanovich)",22,"{'Russia -- Social life and customs -- Fiction', 'Kuprin, A. I. (Aleksandr Ivanovich), 1870-1938 -- Translations into English'}",1870.0,1938.0,1904.0
PG285,The Lost Continent,"Hyne, Charles John Cutcliffe Wright",74,"{'Lost continents -- Fiction', 'Science fiction', 'Fantasy fiction', 'Atlantis (Legendary place) -- Fiction'}",1866.0,1944.0,1905.0
PG1970,A Poor Wise Man,"Rinehart, Mary Roberts",36,{'Mystery fiction'},1876.0,1958.0,1917.0
PG56868,"The Boy Traders; Or, The Sportsman's Club Among the Boers","Castlemon, Harry",7,"{'Voyages and travels -- Juvenile fiction', 'Ships -- Juvenile fiction', 'Afrikaners -- Juvenile fiction'}",1842.0,1915.0,1878.0
PG49935,Bull-dog Drummond: The Adventures of a Demobilised Officer Who Found Peace Dull,"McNeile, H. C. (Herman Cyril)",71,"{'Drummond, Bulldog (Fictitious character) -- Fiction', 'English fiction -- 20th century', 'Detective and mystery stories', 'World War, 1914-1918 -- Veterans -- Fiction'}",1888.0,1937.0,1912.0
PG545,At the Earth's Core,"Burroughs, Edgar Rice",81,"{'Earth (Planet) -- Core -- Fiction', 'Adventure stories', 'Fantasy fiction', 'Science fiction'}",1875.0,1950.0,1912.0
PG15541,What Two Children Did,"Chittenden, Charlotte E. (Charlotte Elizabeth)",12,"{'Sisters -- Juvenile fiction', 'Children and death -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Seaside resorts -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Weddings -- Juvenile fiction', 'Fatherless families -- Juvenile fiction', 'Mothers and daughters -- Juvenile fiction', 'Christian life -- Juvenile fiction'}",1854.0,1906.0,1880.0
PG3811,The Star of Gettysburg: A Story of Southern High Tide,"Altsheler, Joseph A. (Joseph Alexander)",21,"{'United States -- History -- Civil War, 1861-1865 -- Juvenile fiction'}",1862.0,1919.0,1890.0
PG9075,Rico and Wiseli,"Spyri, Johanna",33,"{'Italy -- Juvenile fiction', 'Switzerland -- Juvenile fiction'}",1827.0,1901.0,1864.0
PG19107,An Arkansas Planter,"Read, Opie Percival",11,"{'Arkansas -- Fiction', 'Plantation life -- Fiction'}",1852.0,1939.0,1896.0
PG9794,Calvary Alley,"Rice, Alice Caldwell Hegan",34,{'Kentucky -- Fiction'},1870.0,1942.0,1906.0
PG43971,One Man's View,"Merrick, Leonard",5,"{'Triangles (Interpersonal relations) -- Fiction', 'Adultery -- Fiction', 'Husband and wife -- Fiction', 'Divorced women -- Fiction'}",1864.0,1939.0,1902.0
PG65528,"The Island Trapper; or, The Young White-Buffalo Hunters","Harbaugh, T. C. (Thomas Chalmers)",24,"{'Dime novels', 'American bison hunting -- Fiction', 'Indian captivities -- Fiction', 'Trappers -- Fiction', 'Hunters -- Fiction', 'American bison -- Fiction', 'Western stories', 'Frontier and pioneer life -- Fiction', 'Platte River (Neb.) -- Fiction', 'Wagon trains -- Fiction', 'Oregon National Historic Trail -- Fiction', 'Loup River (Neb.) -- Fiction', 'Pawnee Indians -- Fiction'}",1849.0,1924.0,1886.0
PG21482,The Settlers: A Tale of Virginia,"Kingston, William Henry Giles",5,"{'Virginia -- History -- Colonial period, ca. 1600-1775 -- Juvenile fiction'}",1814.0,1880.0,1847.0
PG764,"Hans Brinker; Or, The Silver Skates","Dodge, Mary Mapes",190,"{'Netherlands -- History -- 19th century -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Skating -- Juvenile fiction'}",1830.0,1905.0,1868.0
